"annotation_id","annotator","created_at","id","label","lead_time","text","updated_at"
150,"1","2025-03-21T09:46:14.153744Z",148,"[{""start"":23,""end"":45,""text"":""ОФ «Қазақстан халқына»"",""labels"":[""ORG""]},{""start"":58,""end"":91,""text"":""АО \""Академия гражданской авиации\"""",""labels"":[""ORG""]},{""start"":92,""end"":157,""text"":""Договор №09-02-34\/44 от\\n25.08.22г., №09-02-55\/56 от 28.10.2022г."",""labels"":[""MISC""]},{""start"":0,""end"":15,""text"":""Образовательные"",""labels"":[""PURPOSE""]},{""start"":16,""end"":22,""text"":""гранты"",""labels"":[""PAYMENT_TYPE""]},{""start"":48,""end"":57,""text"":""стипендии"",""labels"":[""PAYMENT_TYPE""]}]",25.087,"Образовательные гранты ОФ «Қазақстан халқына» и стипендии АО ""Академия гражданской авиации"" Договор №09-02-34/44 от
 25.08.22г., №09-02-55/56 от 28.10.2022г.","2025-03-21T09:46:14.153760Z"
151,"1","2025-03-21T19:34:06.352746Z",149,"[{""start"":103,""end"":167,""text"":""Договор №09- 02-34\/26 от 25.08.2022г., №09-02-55\/4 от 28.10.2022"",""labels"":[""MISC""]},{""start"":0,""end"":15,""text"":""Образовательные"",""labels"":[""PURPOSE""]},{""start"":23,""end"":45,""text"":""ОФ «Қазақстан халқына»"",""labels"":[""ORG""]},{""start"":58,""end"":102,""text"":""АО \""Алматинский технологический университет\"""",""labels"":[""ORG""]},{""start"":16,""end"":22,""text"":""гранты"",""labels"":[""PAYMENT_TYPE""]},{""start"":48,""end"":57,""text"":""стипендии"",""labels"":[""PAYMENT_TYPE""]}]",35270.89,"Образовательные гранты ОФ «Қазақстан халқына» и стипендии АО ""Алматинский технологический университет"" Договор №09- 02-34/26 от 25.08.2022г., №09-02-55/4 от 28.10.2022","2025-03-21T19:34:06.352760Z"
152,"1","2025-03-21T19:34:30.652371Z",150,"[{""start"":122,""end"":185,""text"":""Договор №09-02-34\/31 от 25.08.22г., №09-02-55\/23\\nот 28.10.22г."",""labels"":[""MISC""]},{""start"":16,""end"":22,""text"":""гранты"",""labels"":[""PAYMENT_TYPE""]},{""start"":48,""end"":57,""text"":""стипендии"",""labels"":[""PAYMENT_TYPE""]},{""start"":58,""end"":121,""text"":""НАО \""Карагандинский государственный индустриальный университет\"""",""labels"":[""ORG""]},{""start"":23,""end"":45,""text"":""ОФ «Қазақстан халқына»"",""labels"":[""ORG""]},{""start"":0,""end"":15,""text"":""Образовательные"",""labels"":[""PURPOSE""]}]",23.388,"Образовательные гранты ОФ «Қазақстан халқына» и стипендии НАО ""Карагандинский государственный индустриальный университет"" Договор №09-02-34/31 от 25.08.22г., №09-02-55/23
 от 28.10.22г.","2025-03-21T19:34:30.652390Z"
153,"1","2025-03-22T05:58:35.778049Z",151,"[{""start"":119,""end"":167,""text"":""Договор №09-02-34\/51 от 25.08.22г., №09-02-55\/15"",""labels"":[""MISC""]},{""start"":16,""end"":22,""text"":""гранты"",""labels"":[""PAYMENT_TYPE""]},{""start"":48,""end"":57,""text"":""стипендии"",""labels"":[""PAYMENT_TYPE""]},{""start"":58,""end"":118,""text"":""НАО \""Казахский агротехнический университет им.С. Сейфуллина\"""",""labels"":[""ORG""]},{""start"":23,""end"":45,""text"":""ОФ «Қазақстан халқына»"",""labels"":[""ORG""]},{""start"":0,""end"":15,""text"":""Образовательные"",""labels"":[""PURPOSE""]}]",37444.337,"Образовательные гранты ОФ «Қазақстан халқына» и стипендии НАО ""Казахский агротехнический университет им.С. Сейфуллина"" Договор №09-02-34/51 от 25.08.22г., №09-02-55/15","2025-03-22T05:58:35.778061Z"
154,"1","2025-03-22T05:59:01.686379Z",152,"[{""start"":120,""end"":184,""text"":""Договор №09-02-34\/18 от 25.08.22г., №09-02-55\/80\\nот 28.10.2022г"",""labels"":[""MISC""]},{""start"":16,""end"":22,""text"":""гранты"",""labels"":[""PAYMENT_TYPE""]},{""start"":48,""end"":57,""text"":""стипендии"",""labels"":[""PAYMENT_TYPE""]},{""start"":23,""end"":45,""text"":""ОФ «Қазақстан халқына»"",""labels"":[""ORG""]},{""start"":58,""end"":119,""text"":""НАО \""Павлодарский государственный педагогический университет\"""",""labels"":[""ORG""]},{""start"":0,""end"":15,""text"":""Образовательные"",""labels"":[""PURPOSE""]}]",24.089,"Образовательные гранты ОФ «Қазақстан халқына» и стипендии НАО ""Павлодарский государственный педагогический университет"" Договор №09-02-34/18 от 25.08.22г., №09-02-55/80
 от 28.10.2022г","2025-03-22T05:59:01.686393Z"
155,"1","2025-03-22T05:59:34.039916Z",153,"[{""start"":107,""end"":171,""text"":""Договор\\n№09-02-34\/69 от 25.08.22г., №09-02-55\/61 от 28.10.22г.,"",""labels"":[""MISC""]},{""start"":58,""end"":105,""text"":""Учреждение \""Университет им. Сулеймана Демиреля\"""",""labels"":[""ORG""]},{""start"":23,""end"":45,""text"":""ОФ «Қазақстан халқына»"",""labels"":[""ORG""]},{""start"":16,""end"":22,""text"":""гранты"",""labels"":[""PAYMENT_TYPE""]},{""start"":48,""end"":57,""text"":""стипендии"",""labels"":[""PAYMENT_TYPE""]},{""start"":0,""end"":15,""text"":""Образовательные"",""labels"":[""PURPOSE""]}]",31.261,"Образовательные гранты ОФ «Қазақстан халқына» и стипендии Учреждение ""Университет им. Сулеймана Демиреля"", Договор
 №09-02-34/69 от 25.08.22г., №09-02-55/61 от 28.10.22г.,","2025-03-22T05:59:34.039929Z"
156,"1","2025-03-22T06:34:53.144913Z",154,"[{""start"":107,""end"":156,""text"":""Договор\\n№09-02-34\/72 от 25.08.22г., №09-02-55\/82"",""labels"":[""MISC""]},{""start"":16,""end"":22,""text"":""гранты"",""labels"":[""PAYMENT_TYPE""]},{""start"":48,""end"":57,""text"":""стипендии"",""labels"":[""PAYMENT_TYPE""]},{""start"":58,""end"":106,""text"":""ТОО \""Университет им. Жумабека Ахметулы Ташенева\"""",""labels"":[""ORG""]},{""start"":23,""end"":45,""text"":""ОФ «Қазақстан халқына»"",""labels"":[""ORG""]},{""start"":0,""end"":15,""text"":""Образовательные"",""labels"":[""PURPOSE""]}]",2117.911,"Образовательные гранты ОФ «Қазақстан халқына» и стипендии ТОО ""Университет им. Жумабека Ахметулы Ташенева"" Договор
 №09-02-34/72 от 25.08.22г., №09-02-55/82","2025-03-22T06:34:53.144932Z"
157,"1","2025-03-22T06:36:04.136411Z",155,"[{""start"":16,""end"":22,""text"":""гранты"",""labels"":[""PAYMENT_TYPE""]},{""start"":48,""end"":57,""text"":""стипендии"",""labels"":[""PAYMENT_TYPE""]},{""start"":58,""end"":117,""text"":""НАО \""Атырауский университет нефти и газа\"" им. Сафи Утебаева"",""labels"":[""ORG""]},{""start"":0,""end"":15,""text"":""Образовательные"",""labels"":[""PURPOSE""]},{""start"":23,""end"":45,""text"":""ОФ «Қазақстан халқына»"",""labels"":[""ORG""]},{""start"":118,""end"":183,""text"":""Договор №09-02-34\/49 от 25.08.22г., №09-02-55\/59 от 28.10.2022г.-"",""labels"":[""MISC""]}]",69.28,"Образовательные гранты ОФ «Қазақстан халқына» и стипендии НАО ""Атырауский университет нефти и газа"" им. Сафи Утебаева Договор №09-02-34/49 от 25.08.22г., №09-02-55/59 от 28.10.2022г.-","2025-03-22T06:36:04.136430Z"
158,"1","2025-03-22T06:37:09.908355Z",156,"[{""start"":118,""end"":152,""text"":""Договор №09-02-34\/57 от 25.08.22г."",""labels"":[""MISC""]},{""start"":16,""end"":22,""text"":""гранты"",""labels"":[""PAYMENT_TYPE""]},{""start"":48,""end"":57,""text"":""стипендии"",""labels"":[""PAYMENT_TYPE""]},{""start"":58,""end"":118,""text"":""Учреждение \""Кокшетауский университет им. Абая\\nМырзахметова\"""",""labels"":[""ORG""]},{""start"":23,""end"":45,""text"":""ОФ «Қазақстан халқына»"",""labels"":[""ORG""]},{""start"":0,""end"":15,""text"":""Образовательные"",""labels"":[""PURPOSE""]}]",37.587,"Образовательные гранты ОФ «Қазақстан халқына» и стипендии Учреждение ""Кокшетауский университет им. Абая
 Мырзахметова""Договор №09-02-34/57 от 25.08.22г.","2025-03-22T06:37:09.908367Z"
159,"1","2025-03-22T06:37:31.982662Z",157,"[{""start"":126,""end"":202,""text"":""Договор №09-02-34\/11 от 25.08.22г., №09-02-64\/6 от\\n10.11.22г., Доп.соглаш.1"",""labels"":[""MISC""]},{""start"":0,""end"":15,""text"":""Образовательные"",""labels"":[""PURPOSE""]},{""start"":16,""end"":22,""text"":""гранты"",""labels"":[""PAYMENT_TYPE""]},{""start"":48,""end"":57,""text"":""стипендии"",""labels"":[""PAYMENT_TYPE""]},{""start"":58,""end"":125,""text"":""НАО \""Каспийский университет технологии и инжиниринга им. Ш.Есенова\"""",""labels"":[""ORG""]},{""start"":23,""end"":45,""text"":""ОФ «Қазақстан халқына»"",""labels"":[""ORG""]}]",21.012,"Образовательные гранты ОФ «Қазақстан халқына» и стипендии НАО ""Каспийский университет технологии и инжиниринга им. Ш.Есенова"" Договор №09-02-34/11 от 25.08.22г., №09-02-64/6 от
 10.11.22г., Доп.соглаш.1","2025-03-22T06:37:31.982678Z"
160,"1","2025-03-22T06:41:42.290533Z",158,"[{""start"":133,""end"":169,""text"":""Договор №09-02-55\/47 от 28.10.2022г."",""labels"":[""MISC""]},{""start"":16,""end"":22,""text"":""гранты"",""labels"":[""PAYMENT_TYPE""]},{""start"":48,""end"":57,""text"":""стипендии"",""labels"":[""PAYMENT_TYPE""]},{""start"":58,""end"":132,""text"":""Учреждение \""Международный Таразский инновационный институт им. Ш. Муртазы\"""",""labels"":[""ORG""]},{""start"":23,""end"":45,""text"":""ОФ «Қазақстан халқына»"",""labels"":[""ORG""]},{""start"":0,""end"":15,""text"":""Образовательные"",""labels"":[""PURPOSE""]}]",200.385,"Образовательные гранты ОФ «Қазақстан халқына» и стипендии Учреждение ""Международный Таразский инновационный институт им. Ш. Муртазы"" Договор №09-02-55/47 от 28.10.2022г.","2025-03-22T06:41:42.290550Z"
161,"1","2025-03-22T06:42:46.093583Z",159,"[{""start"":52,""end"":86,""text"":""Договор №09-02-12 от 01.07.2022 г."",""labels"":[""MISC""]},{""start"":31,""end"":50,""text"":""КФ \""ҚАМҚОРЛЫҚ ҚОРЫ\"""",""labels"":[""ORG""]},{""start"":0,""end"":10,""text"":""Возмещение"",""labels"":[""PAYMENT_TYPE""]},{""start"":11,""end"":30,""text"":""таможенных расходов"",""labels"":[""PURPOSE""]}]",63.06,"Возмещение таможенных расходов КФ ""ҚАМҚОРЛЫҚ ҚОРЫ""
 Договор №09-02-12 от 01.07.2022 г.","2025-03-22T06:42:46.093599Z"
162,"1","2025-03-22T07:49:04.674759Z",160,"[{""start"":0,""end"":24,""text"":""Благотворительная помощь"",""labels"":[""PAYMENT_TYPE""]},{""start"":25,""end"":47,""text"":""ОФ \""Қазақстан халқына\"""",""labels"":[""ORG""]},{""start"":48,""end"":73,""text"":""семьям\\nпогибших граждан "",""labels"":[""PURPOSE""]},{""start"":73,""end"":111,""text"":""во время январских событий в 2022 году"",""labels"":[""MISC""]}]",3977.396,"Благотворительная помощь ОФ ""Қазақстан халқына"" семьям
 погибших граждан во время январских событий в 2022 году","2025-03-22T07:49:04.674772Z"
163,"1","2025-03-22T08:08:46.306043Z",161,"[{""start"":121,""end"":149,""text"":""Дог. №09-02-21 от 01.08.2022"",""labels"":[""MISC""]},{""start"":20,""end"":45,""text"":""Blazebrite Ltd TA Experia"",""labels"":[""ORG""]},{""start"":0,""end"":19,""text"":""Окончательная плата"",""labels"":[""PAYMENT_TYPE""]},{""start"":46,""end"":117,""text"":""за поставку оборудования для оснашения 13 центров раннего вмешательства"",""labels"":[""PURPOSE""]}]",1177.414,"Окончательная плата Blazebrite Ltd TA Experia за поставку оборудования для оснашения 13 центров раннего вмешательства .
 Дог. №09-02-21 от 01.08.2022","2025-03-22T08:08:46.306055Z"
164,"1","2025-03-22T08:09:52.653547Z",162,"[{""start"":133,""end"":161,""text"":"" Дог.№09-02-22 от 01.08.2022"",""labels"":[""MISC""]},{""start"":0,""end"":20,""text"":""Окончательная оплата"",""labels"":[""PAYMENT_TYPE""]},{""start"":47,""end"":132,""text"":""за поставку оборуд.для оснащ. 8 центров для детей с аутизмом и\\nдр.ментальными нар-ми"",""labels"":[""PURPOSE""]},{""start"":21,""end"":46,""text"":""Blazebrite Ltd TA Experia"",""labels"":[""ORG""]}]",65.248,"Окончательная оплата Blazebrite Ltd TA Experia за поставку оборуд.для оснащ. 8 центров для детей с аутизмом и
 др.ментальными нар-ми. Дог.№09-02-22 от 01.08.2022","2025-03-22T08:09:52.653560Z"
165,"1","2025-03-22T09:34:46.058118Z",163,"[{""start"":122,""end"":166,""text"":""Доп.соглаш.№1 к №09-02-55\/12 от 28.10.2022г."",""labels"":[""MISC""]},{""start"":23,""end"":45,""text"":""ОФ «Қазақстан халқына»"",""labels"":[""ORG""]},{""start"":58,""end"":84,""text"":""НАО \""ЗКУ им. М. Утемисова\"""",""labels"":[""ORG""]},{""start"":85,""end"":121,""text"":""Договор №09-02-55\/12 от 28.10.2022г."",""labels"":[""MISC""]},{""start"":0,""end"":15,""text"":""Образовательные"",""labels"":[""PURPOSE""]},{""start"":16,""end"":22,""text"":""гранты"",""labels"":[""PAYMENT_TYPE""]},{""start"":48,""end"":57,""text"":""стипендии"",""labels"":[""PAYMENT_TYPE""]}]",5092.399,"Образовательные гранты ОФ «Қазақстан халқына» и стипендии НАО ""ЗКУ им. М. Утемисова"" Договор №09-02-55/12 от 28.10.2022г. Доп.соглаш.№1 к №09-02-55/12 от 28.10.2022г.","2025-03-22T09:34:46.058131Z"
166,"1","2025-03-22T09:35:17.026311Z",164,"[{""start"":129,""end"":195,""text"":""Договор №09-02-34\/50 от 25.08.2022г.,№09-02-\\n55\/68 от 28.10.22 г."",""labels"":[""MISC""]},{""start"":23,""end"":45,""text"":""ОФ «Қазақстан халқына»"",""labels"":[""ORG""]},{""start"":58,""end"":128,""text"":""ЧВПОУ «Западно-Казахстанский инновационно-технологический университет»"",""labels"":[""ORG""]},{""start"":16,""end"":22,""text"":""гранты"",""labels"":[""PAYMENT_TYPE""]},{""start"":48,""end"":57,""text"":""стипендии"",""labels"":[""PAYMENT_TYPE""]},{""start"":0,""end"":15,""text"":""Образовательные"",""labels"":[""PURPOSE""]}]",27.64,"Образовательные гранты ОФ «Қазақстан халқына» и стипендии ЧВПОУ «Западно-Казахстанский инновационно-технологический университет» Договор №09-02-34/50 от 25.08.2022г.,№09-02-
 55/68 от 28.10.22 г.","2025-03-22T09:35:17.026328Z"
167,"1","2025-03-22T09:37:49.869882Z",165,"[{""start"":23,""end"":45,""text"":""ОФ «Қазақстан халқына»"",""labels"":[""ORG""]},{""start"":58,""end"":119,""text"":""НАО \""Аркалыкский педагогический институт им. И.\\nАлтынсарина\"""",""labels"":[""ORG""]},{""start"":120,""end"":156,""text"":""Договор №09-02-34\/33 от 25.08.2022г."",""labels"":[""MISC""]},{""start"":16,""end"":22,""text"":""гранты"",""labels"":[""PAYMENT_TYPE""]},{""start"":48,""end"":57,""text"":""стипендии"",""labels"":[""PAYMENT_TYPE""]},{""start"":0,""end"":15,""text"":""Образовательные"",""labels"":[""PURPOSE""]}]",149.043,"Образовательные гранты ОФ «Қазақстан халқына» и стипендии НАО ""Аркалыкский педагогический институт им. И.
 Алтынсарина"" Договор №09-02-34/33 от 25.08.2022г.","2025-03-22T09:37:49.869896Z"
168,"1","2025-03-22T09:38:21.483488Z",166,"[{""start"":119,""end"":182,""text"":""Договор №09-02-64\/7 от 10.11.22г., с№09-02-55\/25 от 28.10.22г.,"",""labels"":[""MISC""]},{""start"":23,""end"":45,""text"":""ОФ «Қазақстан халқына»"",""labels"":[""ORG""]},{""start"":59,""end"":118,""text"":""Учреждение \""Кокшетауский университет им. Абая Мырзахметова\"""",""labels"":[""ORG""]},{""start"":16,""end"":22,""text"":""гранты"",""labels"":[""PAYMENT_TYPE""]},{""start"":48,""end"":57,""text"":""стипендии"",""labels"":[""PAYMENT_TYPE""]},{""start"":0,""end"":15,""text"":""Образовательные"",""labels"":[""PURPOSE""]}]",25.125,"Образовательные гранты ОФ «Қазақстан халқына» и стипендии
 Учреждение ""Кокшетауский университет им. Абая Мырзахметова"" Договор №09-02-64/7 от 10.11.22г., с№09-02-55/25 от 28.10.22г.,","2025-03-22T09:38:21.483504Z"
169,"1","2025-03-22T09:38:48.619988Z",167,"[{""start"":91,""end"":156,""text"":""Договор №09-02-34\/63 от\\n25.08.2022г. №09-02-55\/79 от 28.10.2022г"",""labels"":[""MISC""]},{""start"":16,""end"":22,""text"":""гранты"",""labels"":[""PAYMENT_TYPE""]},{""start"":48,""end"":57,""text"":""стипендии"",""labels"":[""PAYMENT_TYPE""]},{""start"":58,""end"":90,""text"":""Учреждение \""МКТУ им. Х. А.Ясави\"""",""labels"":[""ORG""]},{""start"":0,""end"":15,""text"":""Образовательные"",""labels"":[""PURPOSE""]},{""start"":23,""end"":45,""text"":""ОФ «Қазақстан халқына»"",""labels"":[""ORG""]}]",25.952,"Образовательные гранты ОФ «Қазақстан халқына» и стипендии Учреждение ""МКТУ им. Х. А.Ясави"" Договор №09-02-34/63 от
 25.08.2022г. №09-02-55/79 от 28.10.2022г","2025-03-22T09:38:48.620006Z"
170,"1","2025-03-22T09:41:55.848509Z",168,"[{""start"":118,""end"":153,""text"":""Договор №09-02-34\/7 от 25.08.2022г."",""labels"":[""MISC""]},{""start"":23,""end"":45,""text"":""ОФ «Қазақстан халқына»"",""labels"":[""ORG""]},{""start"":58,""end"":117,""text"":""ЧУ \""Египетский университет Исламской культуры\""НУР- МУБАРАК\"""",""labels"":[""ORG""]},{""start"":16,""end"":22,""text"":""гранты"",""labels"":[""PAYMENT_TYPE""]},{""start"":48,""end"":57,""text"":""стипендии"",""labels"":[""PAYMENT_TYPE""]},{""start"":0,""end"":15,""text"":""Образовательные"",""labels"":[""PURPOSE""]}]",44.245,"Образовательные гранты ОФ «Қазақстан халқына» и стипендии ЧУ ""Египетский университет Исламской культуры""НУР- МУБАРАК"" Договор №09-02-34/7 от 25.08.2022г.","2025-03-22T09:41:55.848524Z"
171,"1","2025-03-22T09:42:15.612767Z",169,"[{""start"":113,""end"":192,""text"":""Договор №09-02-34\/45 от 25.08.22г., №09-02-55\/53 от 28.10.2022г.\\nДоп.соглаш.№1"",""labels"":[""MISC""]},{""start"":23,""end"":45,""text"":""ОФ «Қазақстан халқына»"",""labels"":[""ORG""]},{""start"":59,""end"":111,""text"":""ОО \""Академия физической культуры и массового спорта\"""",""labels"":[""ORG""]},{""start"":48,""end"":57,""text"":""стипендии"",""labels"":[""PAYMENT_TYPE""]},{""start"":16,""end"":22,""text"":""гранты"",""labels"":[""PAYMENT_TYPE""]},{""start"":0,""end"":15,""text"":""Образовательные"",""labels"":[""PURPOSE""]}]",18.542,"Образовательные гранты ОФ «Қазақстан халқына» и стипендии ТОО ""Академия физической культуры и массового спорта"", Договор №09-02-34/45 от 25.08.22г., №09-02-55/53 от 28.10.2022г.
 Доп.соглаш.№1","2025-03-22T09:42:15.612784Z"
172,"1","2025-03-22T09:43:20.323875Z",170,"[{""start"":16,""end"":22,""text"":""гранты"",""labels"":[""PAYMENT_TYPE""]},{""start"":48,""end"":57,""text"":""стипендии"",""labels"":[""PAYMENT_TYPE""]},{""start"":0,""end"":15,""text"":""Образовательные"",""labels"":[""PURPOSE""]},{""start"":58,""end"":90,""text"":""НАО \""КАЗ НИТУ им. К.И. Сатпаева\"""",""labels"":[""ORG""]},{""start"":23,""end"":45,""text"":""ОФ «Қазақстан халқына»"",""labels"":[""ORG""]},{""start"":91,""end"":145,""text"":""по Доп.соглаш.№1 к\\nДоговор №09-02-55\/69 от 28.10.22г."",""labels"":[""MISC""]}]",63.741,"Образовательные гранты ОФ «Қазақстан халқына» и стипендии НАО ""КАЗ НИТУ им. К.И. Сатпаева"" по Доп.соглаш.№1 к
 Договор №09-02-55/69 от 28.10.22г.","2025-03-22T09:43:20.323890Z"
173,"1","2025-03-22T09:43:41.961549Z",171,"[{""start"":83,""end"":147,""text"":""Договор №09-02-34\/71 от\\n25.08.22г., №09-02-55\/81 от 28.10.22г."",""labels"":[""MISC""]},{""start"":0,""end"":15,""text"":""Образовательные"",""labels"":[""PURPOSE""]},{""start"":16,""end"":22,""text"":""гранты"",""labels"":[""PAYMENT_TYPE""]},{""start"":48,""end"":57,""text"":""стипендии"",""labels"":[""PAYMENT_TYPE""]},{""start"":23,""end"":45,""text"":""ОФ «Қазақстан халқына»"",""labels"":[""ORG""]},{""start"":58,""end"":82,""text"":""НАО \""Университет НАРХОЗ\"""",""labels"":[""ORG""]}]",20.807,"Образовательные гранты ОФ «Қазақстан халқына» и стипендии НАО ""Университет НАРХОЗ"" Договор  №09-02-34/71 от
 25.08.22г., №09-02-55/81 от 28.10.22г.","2025-03-22T09:43:41.961572Z"
174,"1","2025-03-22T09:45:14.040479Z",172,"[{""start"":115,""end"":164,""text"":""к Договор №09-02-55\/70 от 28.10.2022г. 2 студента"",""labels"":[""MISC""]},{""start"":0,""end"":15,""text"":""Образовательные"",""labels"":[""PURPOSE""]},{""start"":16,""end"":22,""text"":""гранты"",""labels"":[""PAYMENT_TYPE""]},{""start"":48,""end"":57,""text"":""стипендии"",""labels"":[""PAYMENT_TYPE""]},{""start"":58,""end"":86,""text"":""НАО \""КАЗНУ ИМЕНИ АЛЬ-ФАРАБИ\"""",""labels"":[""ORG""]},{""start"":87,""end"":114,""text"":""Доп.согла.№1 от\\n30.12.22г."",""labels"":[""MISC""]},{""start"":23,""end"":45,""text"":""ОФ «Қазақстан халқына»"",""labels"":[""ORG""]}]",89.868,"Образовательные гранты ОФ «Қазақстан халқына» и стипендии НАО ""КАЗНУ ИМЕНИ АЛЬ-ФАРАБИ"" Доп.согла.№1 от
 30.12.22г. к Договор №09-02-55/70 от 28.10.2022г. 2 студента","2025-03-22T09:45:14.040490Z"
175,"1","2025-03-22T09:45:40.768447Z",173,"[{""start"":0,""end"":24,""text"":""Благотворительная помощь"",""labels"":[""PAYMENT_TYPE""]},{""start"":48,""end"":143,""text"":""семьям 2-м раненным гражданам РК во время трагических событий,\\nпроизошедших в январе 2022 года"",""labels"":[""PURPOSE""]},{""start"":25,""end"":47,""text"":""ОФ «Қазақстан халқына»"",""labels"":[""ORG""]}]",23.66,"Благотворительная помощь ОФ «Қазақстан халқына» семьям 2-м раненным гражданам РК во время трагических событий,
 произошедших в январе 2022 года","2025-03-22T09:45:40.768460Z"
176,"1","2025-03-22T09:46:04.108811Z",174,"[{""start"":90,""end"":119,""text"":""Договор №09-4 от 17.05.2022г."",""labels"":[""MISC""]},{""start"":44,""end"":88,""text"":""за изготовление\\nпротеза голени для ID 41135"",""labels"":[""PURPOSE""]},{""start"":15,""end"":43,""text"":""ТОО \""Medicare International\"""",""labels"":[""ORG""]},{""start"":0,""end"":14,""text"":""Предоплата 50%"",""labels"":[""PAYMENT_TYPE""]}]",22.207,"Предоплата 50% ТОО ""Medicare International"" за изготовление
 протеза голени для ID 41135, Договор №09-4 от 17.05.2022г.","2025-03-22T09:46:04.108828Z"
177,"1","2025-03-22T09:46:31.942125Z",175,"[{""start"":90,""end"":119,""text"":""Договор №09-4 от 17.05.2022г."",""labels"":[""MISC""]},{""start"":44,""end"":88,""text"":""за изготовление\\nпротеза голени для ID 41141"",""labels"":[""PURPOSE""]},{""start"":15,""end"":43,""text"":""ТОО \""Medicare International\"""",""labels"":[""ORG""]},{""start"":0,""end"":14,""text"":""Предоплата 50%"",""labels"":[""PAYMENT_TYPE""]}]",27.186,"Предоплата 50% ТОО ""Medicare International"" за изготовление
 протеза голени для ID 41141, Договор №09-4 от 17.05.2022г.","2025-03-22T09:46:31.942143Z"
178,"1","2025-03-22T09:47:01.643834Z",176,"[{""start"":94,""end"":159,""text"":""Договор №09-02-34\/27\\nот 25.08.2022г. №09-02-55\/1 от 28.10.2022г."",""labels"":[""MISC""]},{""start"":23,""end"":45,""text"":""ОФ «Қазақстан халқына»"",""labels"":[""ORG""]},{""start"":58,""end"":92,""text"":""УО \""Алматы Менеджмент Университет\"""",""labels"":[""ORG""]},{""start"":16,""end"":22,""text"":""гранты"",""labels"":[""PAYMENT_TYPE""]},{""start"":48,""end"":57,""text"":""стипендии"",""labels"":[""PAYMENT_TYPE""]},{""start"":0,""end"":15,""text"":""Образовательные"",""labels"":[""PURPOSE""]}]",27.581,"Образовательные гранты ОФ «Қазақстан халқына» и стипендии УО ""Алматы Менеджмент Университет"", Договор №09-02-34/27
 от 25.08.2022г. №09-02-55/1 от 28.10.2022г.","2025-03-22T09:47:01.643850Z"
179,"1","2025-03-22T09:47:22.061401Z",177,"[{""start"":0,""end"":15,""text"":""Образовательные"",""labels"":[""PURPOSE""]},{""start"":96,""end"":161,""text"":""Договор №09-02-34\/43\\nот 25.08.22г., №09-02-55\/41 от 28.10.2022г."",""labels"":[""MISC""]},{""start"":16,""end"":22,""text"":""гранты"",""labels"":[""PAYMENT_TYPE""]},{""start"":48,""end"":57,""text"":""стипендии"",""labels"":[""PAYMENT_TYPE""]},{""start"":23,""end"":45,""text"":""ОФ «Қазақстан халқына»"",""labels"":[""ORG""]},{""start"":58,""end"":94,""text"":""АО \""Академия логистики и транспорта\"""",""labels"":[""ORG""]}]",19.134,"Образовательные гранты ОФ «Қазақстан халқына» и стипендии АО ""Академия логистики и транспорта"", Договор №09-02-34/43
 от 25.08.22г., №09-02-55/41 от 28.10.2022г.","2025-03-22T09:47:22.061417Z"
180,"1","2025-03-22T09:47:58.091474Z",178,"[{""start"":104,""end"":167,""text"":""Договор №09- 02-34\/26 от 25.08.2022г. №09-02-64\/4 от 10.11.2022"",""labels"":[""MISC""]},{""start"":23,""end"":45,""text"":""ОФ «Қазақстан халқына»"",""labels"":[""ORG""]},{""start"":58,""end"":102,""text"":""АО \""Алматинский технологический университет\"""",""labels"":[""ORG""]},{""start"":16,""end"":22,""text"":""гранты"",""labels"":[""PAYMENT_TYPE""]},{""start"":48,""end"":57,""text"":""стипендии"",""labels"":[""PAYMENT_TYPE""]},{""start"":0,""end"":15,""text"":""Образовательные"",""labels"":[""PURPOSE""]}]",34.723,"Образовательные гранты ОФ «Қазақстан халқына» и стипендии АО ""Алматинский технологический университет"", Договор №09- 02-34/26 от 25.08.2022г. №09-02-64/4 от 10.11.2022","2025-03-22T09:47:58.091486Z"
181,"1","2025-03-22T09:49:06.947863Z",179,"[{""start"":82,""end"":131,""text"":""по Договор №09-02-55\/73 от\\n28.10.22г., 1 студент"",""labels"":[""MISC""]},{""start"":17,""end"":26,""text"":""стипендии"",""labels"":[""PAYMENT_TYPE""]},{""start"":9,""end"":16,""text"":""Выплата"",""labels"":[""PAYMENT_TYPE""]},{""start"":27,""end"":66,""text"":""Частное учреждение \""Академия \""Bolashaq\"""",""labels"":[""ORG""]},{""start"":0,""end"":8,""text"":""Тайбурыл"",""labels"":[""ORG""]},{""start"":67,""end"":81,""text"":""февраль 2023г."",""labels"":[""MISC""]}]",67.679,"Тайбурыл Выплата стипендии Частное учреждение ""Академия ""Bolashaq"" февраль 2023г. по Договор №09-02-55/73 от
 28.10.22г., 1 студент","2025-03-22T09:49:06.947880Z"
182,"1","2025-03-22T09:52:27.394359Z",180,"[{""start"":28,""end"":93,""text"":""Договор №09-02-34\/17 от\\n25.08.2022г.№09-02-55\/42 от 28.10.2022г."",""labels"":[""MISC""]},{""start"":0,""end"":27,""text"":""НАО \""ВКТУ\"" им. Д.Серикбаева"",""labels"":[""ORG""]}]",199.124,"НАО ""ВКТУ"" им. Д.Серикбаева Договор №09-02-34/17 от
 25.08.2022г.№09-02-55/42 от 28.10.2022г.","2025-03-22T09:52:27.394370Z"
